# Timestep     No_Moles     No_Specs     C19H20O4	C11H18N2	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
279000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
280000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
281000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
282000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
283000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
284000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
285000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
286000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
287000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
288000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
289000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
290000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
291000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
292000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
293000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
294000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
295000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
296000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
297000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
298000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
299000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
300000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
301000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
302000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
303000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
304000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
305000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
306000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
307000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
308000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
309000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
310000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
311000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
312000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
313000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
314000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
315000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
316000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
317000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
318000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
319000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
320000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
321000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
322000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
323000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
324000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
325000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
326000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
327000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
328000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
329000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
330000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
331000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
332000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
333000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
334000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
335000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
336000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
337000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
338000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
339000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
340000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
341000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
342000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
343000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
344000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
345000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
346000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
347000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
348000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
349000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
350000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
351000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
352000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
353000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
354000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
355000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
356000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
357000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
358000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
359000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
360000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
361000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
362000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
363000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
364000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
365000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
366000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
367000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
368000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
369000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
370000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
371000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
372000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
373000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
374000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
375000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
376000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
377000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
378000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
379000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
380000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
381000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
382000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
383000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
384000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
385000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
386000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
387000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
388000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
389000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
390000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
391000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
392000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
393000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
394000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
395000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
396000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
397000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
398000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
399000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
400000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
401000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
402000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
403000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
404000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
405000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
406000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
407000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
408000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
409000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
410000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
411000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
412000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
413000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
414000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
415000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
416000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
417000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
418000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
419000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
420000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
421000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
422000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
423000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
424000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
425000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
426000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
427000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
428000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
429000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
430000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
431000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
432000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
433000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
434000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
435000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
436000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
437000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
438000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
439000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
440000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
441000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
442000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
443000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
444000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
445000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
446000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
447000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
448000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
449000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
450000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
451000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
452000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
453000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
454000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
455000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
456000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
457000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
458000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
459000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
460000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
461000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
462000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
463000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
464000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
465000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
466000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
467000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
468000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
469000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
470000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
471000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
472000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
473000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
474000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
475000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
476000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
477000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
478000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
479000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
480000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
481000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
482000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
483000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
484000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
485000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
486000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
487000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
488000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
489000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
490000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
491000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
492000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
493000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
494000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
495000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
496000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
497000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
498000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
499000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
500000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
501000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
502000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
503000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
504000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
505000          2          2	 1	 1	
# Timestep     No_Moles     No_Specs     C19H20O4	C79H96O12N4	
506000          2          2	 1	 1	
