Step,f11,f12,f13,f14,D1,E1,D1E1,H2O,Other
400000, 50, 50, 0, 100, 7, 15, 1, 0, 0
410000, 50, 50, 0, 100, 7, 15, 1, 0, 0
420000, 50, 50, 0, 100, 7, 15, 1, 0, 0
430000, 50, 50, 0, 100, 7, 15, 1, 0, 0
440000, 50, 50, 0, 100, 7, 15, 1, 0, 0
450000, 50, 50, 0, 100, 7, 15, 1, 0, 0
460000, 50, 50, 0, 100, 7, 15, 1, 0, 0
470000, 50, 50, 0, 100, 8, 16, 0, 0, 0
480000, 50, 50, 0, 100, 8, 16, 0, 0, 0
490000, 50, 50, 0, 100, 8, 16, 0, 0, 0
500000, 50, 50, 0, 100, 8, 16, 0, 0, 0
