#epon2 and detda molecules
1872 atoms
4 atom types

-20.0 60.0 xlo xhi
-20.0 60.0 ylo yhi
-20.0 60.0 zlo zhi

Masses

1 12.0
2 1.008
3 15.999
4 14.0

Atoms

1 1 0 42.09884 10.45084 49.20314
2 1 0 41.65147 11.59666 48.2763
3 1 0 41.03948 11.27573 46.89925
4 1 0 40.88555 9.80921 46.45226
5 1 0 41.26284 8.66626 47.41162
6 1 0 41.87389 8.98691 48.78577
7 1 0 40.45333 9.47547 45.01322
8 3 0 42.80627 10.75411 50.49962
9 1 0 39.04005 9.95889 44.63196
10 1 0 38.64013 11.43142 44.83969
11 1 0 37.28761 11.94432 44.30402
12 1 0 36.3303 10.97944 43.57551
13 1 0 36.69301 9.48944 43.4509
14 1 0 38.04178 8.97681 43.98918
15 3 0 35.07868 11.50078 42.90901
16 1 0 43.55292 9.50023 50.89251
17 1 0 44.33343 9.6966 52.20689
18 1 0 45.86383 9.85469 52.16181
19 1 0 34.86621 10.69544 41.64721
20 1 0 33.71572 11.2949 40.81841
21 1 0 33.03345 10.32254 39.84141
22 3 0 45.23007 8.51388 52.47164
23 3 0 32.32292 10.80757 41.09454
24 2 0 40.5068 8.34559 44.87441
25 2 0 44.28281 9.22108 50.06265
26 2 0 46.4312 10.1891 53.09229
27 2 0 34.62724 9.6146 41.92058
28 2 0 41.78988 12.68052 48.60137
29 2 0 40.72369 12.12143 46.20265
30 2 0 41.11794 7.58193 47.09088
31 2 0 42.17979 8.14058 49.48617
32 2 0 41.19887 9.96286 44.30207
33 2 0 39.35607 12.14757 45.36384
34 2 0 37.00679 13.04271 44.42494
35 2 0 35.97316 8.76952 42.93727
36 2 0 38.31447 7.87486 43.88373
37 2 0 42.79852 8.65581 51.02721
38 2 0 43.78158 9.98907 53.16059
39 2 0 46.41975 9.75208 51.17186
40 2 0 35.82045 10.7221 41.02397
41 2 0 33.79213 12.36276 40.42737
42 2 0 33.11557 9.19429 39.98179
43 2 0 32.39236 10.7087 38.98195
44 1 0 29.34262 39.66158 28.44147
45 1 0 30.62379 39.73382 29.29319
46 1 0 30.7058 38.96106 30.62357
47 1 0 29.50177 38.12583 31.09989
48 1 0 28.25289 37.99472 30.20986
49 1 0 28.17125 38.76634 28.88231
50 1 0 29.49471 37.50289 32.50735
51 3 0 29.20674 40.50604 27.19981
52 1 0 30.59113 36.44796 32.75514
53 1 0 32.06767 36.78032 32.4709
54 1 0 33.17264 35.78347 32.87666
55 1 0 32.79758 34.44857 33.5516
56 1 0 31.31706 34.08022 33.75047
57 1 0 30.21386 35.07403 33.34179
58 3 0 33.87264 33.53718 34.09582
59 1 0 27.72806 40.61754 26.90806
60 1 0 27.46284 41.47892 25.65784
61 1 0 26.91069 42.90589 25.82528
62 1 0 33.33528 32.90379 35.3591
63 1 0 34.44428 32.1081 36.07107
64 1 0 33.95364 30.99872 37.01661
65 3 0 25.9875 41.74831 25.50408
66 3 0 34.62647 30.66628 35.69479
67 2 0 28.47558 37.0244 32.68388
68 2 0 27.20198 41.08697 27.80371
69 2 0 26.88979 43.61833 24.9356
70 2 0 32.46599 32.21324 35.09929
71 2 0 31.50279 40.37265 28.94846
72 2 0 31.64567 39.02639 31.26588
73 2 0 27.37615 37.35018 30.54974
74 2 0 27.23506 38.69217 28.2354
75 2 0 29.63485 38.34449 33.26313
76 2 0 32.34465 37.77491 31.9869
77 2 0 34.26827 36.04485 32.69999
78 2 0 31.03782 33.08107 34.22377
79 2 0 29.11776 34.80474 33.50248
80 2 0 27.31201 39.5698 26.73643
81 2 0 27.91185 41.18095 24.65323
82 2 0 26.63086 43.29225 26.86065
83 2 0 32.96557 33.72474 36.05846
84 2 0 35.38352 32.64145 36.43497
85 2 0 32.9049 30.5632 36.91737
86 2 0 34.64362 30.55524 37.80784
