#DETDA molecule
936 atoms
4 atom types

-5.0000000000000000e+01 5.0000000000000000e+01 xlo xhi
-5.0000000000000000e+01 5.0000000000000000e+01 ylo yhi
-5.0000000000000000e+01 5.0000000000000000e+01 zlo zhi

Masses

1 12
2 1.008
3 15.999
4 14

Atoms

1 2 0    13.238400    -8.761390    53.433600 
2 1 0    13.114900    -8.955440    52.356700 
3 1 0    13.164000    -7.842140    51.521600 
4 1 0    12.953100    -8.094960    50.133400 
5 1 0    12.690900   -10.206900    51.882100 
6 1 0    12.560700   -10.462700    50.505200 
7 2 0    16.671600    -8.789400    52.533400 
8 2 0    12.599200   -11.117500    52.545500 
9 2 0    11.805600   -12.468100    50.981300 
10 2 0    14.961900   -11.832600    51.410400 
11 2 0    16.839300   -13.027100    53.397400 
12 2 0    16.954700   -11.852700    55.477900 
13 2 0    17.042300   -12.673000    50.469100 
14 1 0    12.389400   -11.958000    50.150900 
15 1 0    14.894000   -12.390200    50.480600 
16 2 0    17.683700    -9.861430    50.966000 
17 1 0    17.694300    -8.298990    52.417600 
18 3 0    17.667800    -9.659570    54.483600 
19 2 0    18.368100    -7.605750    54.204200 
20 4 0    19.351900    -8.525610    50.475500 
21 1 0    18.455300    -9.272230    51.443300 
22 2 0    19.521500    -8.745410    53.492800 
23 1 0    18.409200    -8.585550    53.745800 
24 2 0    19.114800    -9.975940    51.992500 
25 2 0    21.888600    -8.932830    54.494600 
26 2 0    20.654000   -10.791500    53.458000 
27 2 0    18.928200   -11.871700    53.201700 
28 1 0    21.365000   -11.578900    53.670900 
29 2 0    19.993000    -8.985220    55.831800 
30 3 0    21.400900   -12.877500    52.909800 
31 1 0    18.987500   -12.959700    53.024300 
32 1 0    20.209300   -13.608800    52.855600 
33 2 0    23.320600    -8.700450    53.551500 
34 1 0    22.834400    -9.419910    54.240900 
35 2 0    21.027400   -11.556000    54.721800 
36 1 0    22.730500   -10.869500    53.625900 
37 1 0    19.646600    -9.998170    55.989300 
38 1 0    18.404200   -10.397800    55.448800 
39 2 0    23.308300   -11.028000    52.694700 
40 3 0    23.392700   -10.584500    54.909800 
41 1 0    17.957800   -11.628200    55.825700 
42 2 0    22.679900   -13.025000    51.106500 
43 1 0    23.308500   -13.801100    50.658600 
44 2 0    25.001000   -11.073700    53.609500 
45 1 0    18.681600   -12.538000    56.586700 
