#DETDA molecule
936 atoms
4 atom types

-5.0000000000000000e+01 5.0000000000000000e+01 xlo xhi
-5.0000000000000000e+01 5.0000000000000000e+01 ylo yhi
-5.0000000000000000e+01 5.0000000000000000e+01 zlo zhi

Masses

1 12
2 1.008
3 15.999
4 14

Atoms

1 2 0  -437.173000    55.855100  -462.519000 
2 1 0    88.747800    57.654400    56.533000 
3 1 0    89.541600    57.760400    55.393400 
4 2 0    89.322700    57.217100    54.394700 
5 2 0    86.887200    57.258100    55.548500 
6 1 0    87.506400    56.803200    56.331200 
7 2 0    21.592200    -9.326590    51.201500 
8 2 0    23.639900    -9.648700    52.404500 
9 2 0    86.848000    56.865300    57.202000 
10 2 0    88.784000    55.103500    55.361000 
11 1 0    21.530900   -10.044900    51.962900 
12 3 0    21.591900    -9.927050    53.410000 
13 1 0    22.838100   -10.276000    52.772000 
14 2 0    21.261100   -10.889100    51.405300 
15 2 0    23.422500   -12.046200    51.859700 
16 1 0    23.264000   -11.734400    52.885600 
17 3 0    24.455900   -11.908100    53.759700 
18 1 0    87.940400    55.319900    56.085700 
19 2 0    21.722000   -13.167200   121.875000 
20 2 0    22.434700   -12.367100    53.244500 
21 2 0    22.359600   -12.489300   120.392000 
22 2 0    20.262700   -12.316000   119.941000 
23 1 0    25.025100   -13.193900    53.741800 
24 2 0    87.119500    54.727400    55.731400 
25 4 0    19.990300   -13.155000   119.401000 
26 1 0    22.336300   -13.372600   121.004000 
27 2 0    88.151500    54.793500    56.994500 
28 2 0    23.337600   -13.478100   121.337000 
29 2 0    19.104500   -13.299900   118.872000 
30 2 0    23.714700   -13.916100    52.239300 
31 1 0    20.664700   -14.370400   119.316000 
32 1 0    21.847800   -14.570200   120.097000 
33 1 0    24.539200   -14.202300    52.900700 
34 2 0    18.523500   -14.618600   117.399000 
35 2 0  -436.235000    50.912800  -462.786000 
36 2 0    93.844500    57.958200    56.528700 
37 2 0    95.900800    56.433100    55.051800 
38 1 0    94.899000    55.985000    54.850300 
39 1 0    95.316100    56.365800    52.317100 
40 1 0    95.723900    57.836300    52.424200 
41 1 0    94.519800    55.905900    53.500600 
42 2 0    96.297400    55.840200    52.237500 
43 2 0    92.611400    57.986900    54.875300 
44 2 0    94.818900    56.248700    51.317000 
45 1 0    93.201700    55.383600    53.232000 
46 2 0    91.421800    57.747200    53.633900 
47 2 0    96.834800    57.718800    50.590500 
48 1 0    92.496800    54.990300    54.292700 
49 2 0    31.912400   -10.415100    55.796800 
50 2 0    92.722500    55.451200    52.200100 
51 1 0    94.198600    55.419500    55.899300 
52 1 0    92.867600    54.967700    55.669700 
53 1 0    31.922800   -11.171200    56.611300 
54 1 0    31.736100   -12.646300    53.848700 
55 2 0    91.453900    54.680400    54.131500 
56 1 0    32.309000   -12.463500    56.334600 
57 1 0    32.118700   -12.126100    52.619100 
58 2 0    31.373100   -11.686000    50.666300 
59 1 0    31.122800   -12.040500    51.651500 
60 3 0    91.887000    54.638500    56.607400 
61 2 0    33.081200   -11.765500    52.413000 
62 1 0    32.747400   -12.886700    54.928500 
63 1 0    30.369800   -13.072600    54.058900 
64 1 0    29.740100   -12.291900    51.886400 
65 3 0    28.719900   -12.203400    50.934900 
66 2 0    33.042600   -13.954400    54.987300 
67 1 0    26.531900   -11.598700    50.303200 
68 1 0    27.310400   -12.296500    51.380900 
69 2 0    26.935000   -11.950400    52.365400 
70 2 0    26.835600   -13.325600    51.441400 
71 1 0    29.422500   -12.911500    53.119100 
72 2 0    28.387000   -13.288900    53.289900 
73 2 0    26.483200   -12.847400    55.252000 
74 2 0    94.628700    55.489200    56.891400 
75 2 0    30.136200   -13.616700    54.965300 
76 1 0    26.121200   -13.573600    54.552000 
77 2 0    27.851300   -13.546600    56.815000 
78 2 0    29.562300   -13.331900    57.241900 
79 2 0    92.636900    57.597300    57.592200 
80 1 0    31.673200   -10.778300    57.910200 
81 1 0    92.387200    54.556400    58.058400 
82 2 0    91.686400    52.550600    58.091800 
83 1 0    32.409200   -13.374600    57.459800 
84 2 0    32.985300   -14.319700    57.380500 
85 1 0    28.606900   -13.845200    57.538700 
86 2 0    26.672700   -10.512500    50.240400 
87 2 0    33.689300   -12.408600    54.554000 
88 2 0    33.456200    -7.340010    57.010500 
89 1 0    26.766400   -14.768700    54.436900 
90 2 0    27.631700   -14.987800    55.007300 
91 2 0    33.845300   -10.209700    54.106100 
92 3 0    34.261600    -7.550890    54.436600 
93 1 0    36.776300    -7.489160    57.557100 
94 1 0    36.016600    -8.672110    57.701300 
95 1 0    37.931900    -7.500440    56.755500 
96 1 0    36.467200    -9.904520    57.136500 
97 1 0    38.338100    -8.749350    56.274600 
98 2 0    39.285900    -8.757020    55.734900 
99 1 0    37.692300    -9.945010    56.455300 
100 2 0    38.093300   -10.872800    56.098300 
101 2 0    35.484100   -11.854400    53.389700 
102 1 0    34.899000    -9.896820    53.865300 
103 1 0    35.177300    -8.517270    53.982100 
104 1 0    35.795200   -10.857700    53.414200 
105 1 0    37.112800   -10.453700    53.091800 
106 1 0    36.515600    -8.185380    53.618000 
107 1 0    37.456600    -9.085190    53.197200 
108 2 0    38.461900    -8.765190    52.964200 
109 1 0    38.150300   -11.406200    52.559000 
110 2 0    37.639900   -12.277400    52.109100 
111 2 0    36.795900    -7.135020    53.641400 
112 1 0    39.027100   -11.781600    53.776400 
113 2 0    38.637600   -10.912800    51.747300 
114 2 0    40.363700   -10.063200    53.429800 
115 1 0    40.108000   -10.933200    54.086900 
116 2 0    37.855200   -13.518300    54.278500 
117 1 0    38.709500   -12.905700    54.566200 
118 1 0    39.506800   -13.208900    55.690100 
119 1 0    40.797200   -11.217800    55.223200 
120 1 0    40.519000   -12.319900    56.072000 
121 2 0    35.461600   -11.679300    56.310000 
122 1 0    35.642700   -11.182200    57.294700 
123 2 0    39.154800   -14.060500    56.396000 
124 2 0    35.869100   -13.844700    57.066400 
125 3 0    41.367600   -12.474300    57.159700 
126 1 0    36.347400   -13.555400    57.978000 
127 2 0    41.670400   -10.586700    55.501300 
128 2 0    40.653300   -14.562300    57.718200 
129 1 0    40.803400   -13.527200    58.073800 
130 2 0    34.576200   -10.965200    57.567100 
131 2 0  -437.206000    58.379600  -462.335000 
132 1 0    88.945900    58.402500    57.747000 
133 2 0  -435.605000    58.584400  -464.225000 
134 1 0  -435.289000    59.357600  -462.227000 
135 1 0  -435.028000    59.285800  -463.606000 
136 1 0  -433.936000    59.967800  -464.104000 
137 2 0  -433.747000    59.845000  -465.185000 
138 1 0    90.005900    59.337700    57.630400 
139 3 0  -432.250000    61.657200  -464.084000 
140 1 0  -433.238000    60.957200  -463.391000 
141 1 0  -433.635000    61.108000  -462.042000 
142 2 0  -431.478000    62.699100  -462.263000 
