#DETDA molecule
936 atoms
4 atom types

-5.0000000000000000e+01 5.0000000000000000e+01 xlo xhi
-5.0000000000000000e+01 5.0000000000000000e+01 ylo yhi
-5.0000000000000000e+01 5.0000000000000000e+01 zlo zhi

Masses

1 12
2 1.008
3 15.999
4 14

Atoms

1 2 0  -186.657000    17.446700  -202.439000 
2 2 0  -193.838000    20.980800  -205.773000 
3 2 0  -186.401000    17.588800  -204.383000 
4 2 0  -188.177000    17.483800  -204.191000 
5 2 0  -187.438000    18.131800  -205.699000 
6 1 0  -187.361000    18.114800  -204.570000 
7 2 0  -192.951000    19.492000  -205.380000 
8 3 0  -191.569000    21.208000  -205.717000 
9 1 0  -192.831000    20.561100  -205.497000 
10 2 0  -191.970000    19.768400  -203.138000 
11 1 0  -192.098000    21.462400  -204.414000 
12 2 0  -190.563000    20.354000  -203.550000 
13 1 0  -191.438000    20.802300  -203.198000 
14 2 0  -192.675000    22.327700  -204.069000 
15 2 0  -188.041000    19.689700  -206.356000 
16 3 0  -191.498000    21.693900  -202.008000 
17 2 0  -189.476000    20.837400  -206.028000 
18 4 0  -188.506000    20.523200  -205.987000 
19 2 0  -190.027000    22.649300  -204.721000 
20 2 0  -189.088000    23.737100  -203.676000 
21 1 0  -188.957000    22.917000  -204.437000 
22 2 0  -187.642000    22.676300  -206.299000 
23 1 0  -188.103000    20.514500  -204.571000 
24 1 0  -188.280000    21.693600  -203.864000 
25 2 0  -188.463000    24.238300  -206.187000 
26 1 0  -188.044000    23.431400  -205.592000 
27 2 0  -187.131000    23.811500  -205.175000 
28 1 0  -187.429000    19.504100  -203.859000 
29 1 0  -187.817000    21.830000  -202.537000 
30 1 0  -186.992000    19.509900  -202.522000 
31 2 0  -187.874000    22.777000  -201.988000 
32 1 0  -187.215000    20.770200  -201.888000 
33 2 0  -193.666000    10.853500  -197.282000 
34 1 0  -192.616000    11.182800  -197.189000 
35 2 0  -192.980000    11.665400  -195.097000 
36 3 0  -191.606000    10.432000  -196.456000 
37 2 0  -192.475000    12.046500  -197.901000 
38 1 0  -192.126000    11.626400  -195.785000 
39 1 0  -191.286000    12.926600  -195.751000 
40 2 0  -190.332000    12.733200  -196.332000 
41 2 0  -188.537000    17.074600  -196.797000 
42 2 0  -189.476000    14.747400  -196.434000 
43 2 0  -190.807000    12.875000  -194.768000 
44 1 0  -190.133000    15.619300  -196.422000 
45 3 0  -192.144000    14.114900  -196.006000 
46 1 0  -189.642000    16.875500  -196.712000 
