#epon2 and detda molecules
468 atoms
4 atom types

-40.0 40.0 xlo xhi
-40.0 40.0 ylo yhi
-40.0 40.0 zlo zhi

Masses

1 12.0
2 1.008
3 15.999
4 14.0

Atoms

1 1 0 8.8904 19.35766 29.68076
2 1 0 7.44748 19.11999 29.19751
3 1 0 6.35748 20.16903 29.48947
4 1 0 6.71472 21.44783 30.27126
5 1 0 8.17238 21.71729 30.6856
6 1 0 9.25992 20.66997 30.39434
7 1 0 5.60781 22.41239 30.73321
8 3 0 9.93692 18.28656 29.50516
9 1 0 4.81243 23.08009 29.59393
10 1 0 4.16269 22.22153 28.49295
11 1 0 3.23185 22.87894 27.45341
12 1 0 2.96524 24.3969 27.50725
13 1 0 3.688 25.26496 28.55188
14 1 0 4.62031 24.60889 29.58731
15 3 0 1.93603 25.02622 26.59772
16 1 0 11.03412 18.5815 30.50176
17 1 0 12.16256 17.53455 30.42513
18 1 0 12.28644 16.47301 31.53279
19 1 0 1.25686 26.13084 27.37514
20 1 0 0.06683 26.69245 26.57618
21 1 0 -0.3612 28.1212 26.95164
22 3 0 13.13905 17.72515 31.55783
23 3 0 0.32934 27.82775 25.62971
24 2 0 6.08335 23.2242 31.37631
25 2 0 10.59637 18.58269 31.55424
26 2 0 12.98669 15.58391 31.39616
27 2 0 2.00728 26.9615 27.59173
28 2 0 7.18293 18.16102 28.64076
29 2 0 5.28425 19.9885 29.14922
30 2 0 8.43978 22.67931 31.23574
31 2 0 10.33511 20.85597 30.72569
32 2 0 4.87632 21.82235 31.37813
33 2 0 4.3475 21.09671 28.46437
34 2 0 2.72135 22.23829 26.66038
35 2 0 3.51337 26.39158 28.57469
36 2 0 5.14436 25.25229 30.36908
37 2 0 11.46372 19.61291 30.27387
38 2 0 12.72594 17.3726 29.44738
39 2 0 11.59511 16.5092 32.43852
40 2 0 0.8706 25.70839 28.36108
41 2 0 -0.80173 26.01061 26.29378
42 2 0 0.35294 28.82541 27.49338
43 2 0 -1.38574 28.52307 26.6557
44 1 0 14.80224 18.10549 24.34462
45 1 0 15.13297 16.61667 24.55931
46 1 0 14.0089 15.62362 24.91161
47 1 0 12.55962 16.12659 25.05573
48 1 0 12.2215 17.59988 24.76567
49 1 0 13.34364 18.59078 24.41439
50 1 0 11.46019 15.19029 25.58829
51 3 0 15.90823 19.10463 24.11702
52 1 0 11.16774 13.96343 24.70188
53 1 0 12.31206 13.03041 24.26435
54 1 0 11.99257 11.71753 23.52031
55 1 0 10.52983 11.34796 23.20098
56 1 0 9.39717 12.32601 23.5583
57 1 0 9.71676 13.63855 24.29777
58 3 0 10.19169 9.99636 22.6167
59 1 0 15.34618 20.46382 24.46449
60 1 0 16.40029 21.57354 24.28349
61 1 0 17.05244 22.20758 25.52519
62 1 0 8.87293 9.55992 23.21357
63 1 0 8.55773 8.1085 22.80869
64 1 0 7.07032 7.72043 22.85881
65 3 0 15.88902 22.88299 24.82827
66 3 0 7.79722 7.88419 21.53396
67 2 0 10.50148 15.79417 25.71055
68 2 0 14.99124 20.45873 25.54769
69 2 0 17.96177 22.8853 25.40963
70 2 0 8.04312 10.25379 22.85301
